listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
21853,2021-04-19,True,30.0,30.0,4.0,40.0
21853,2021-04-20,True,30.0,30.0,4.0,40.0
21853,2021-04-21,True,30.0,30.0,4.0,40.0
21853,2021-04-22,True,30.0,30.0,4.0,40.0
21853,2021-04-23,True,35.0,35.0,4.0,40.0
21853,2021-04-24,True,35.0,35.0,4.0,40.0
21853,2021-04-25,True,30.0,30.0,4.0,40.0
21853,2021-04-26,True,30.0,30.0,4.0,40.0
21853,2021-04-27,True,30.0,30.0,4.0,40.0
21853,2021-04-28,True,30.0,30.0,4.0,40.0
21853,2021-04-29,True,30.0,30.0,4.0,40.0
21853,2021-04-30,True,35.0,35.0,4.0,40.0
21853,2021-05-01,True,35.0,35.0,4.0,40.0
21853,2021-05-02,True,30.0,30.0,4.0,40.0
21853,2021-05-03,True,30.0,30.0,4.0,40.0
21853,2021-05-04,True,30.0,30.0,4.0,40.0
21853,2021-05-05,True,30.0,30.0,4.0,40.0
21853,2021-05-06,True,30.0,30.0,4.0,40.0
21853,2021-05-07,True,35.0,35.0,4.0,40.0
21853,2021-05-08,True,35.0,35.0,4.0,40.0
21853,2021-05-09,True,30.0,30.0,4.0,40.0
21853,2021-05-10,True,30.0,30.0,4.0,40.0
21853,2021-05-11,True,30.0,30.0,4.0,40.0
21853,2021-05-12,True,30.0,30.0,4.0,40.0
21853,2021-05-13,True,30.0,30.0,4.0,40.0
21853,2021-05-14,True,35.0,35.0,4.0,40.0
21853,2021-05-15,True,35.0,35.0,4.0,40.0
21853,2021-05-16,True,30.0,30.0,4.0,40.0
21853,2021-05-17,True,30.0,30.0,4.0,40.0
21853,2021-05-18,True,30.0,30.0,4.0,40.0
21853,2021-05-19,True,30.0,30.0,4.0,40.0
21853,2021-05-20,True,30.0,30.0,4.0,40.0
21853,2021-05-21,True,35.0,35.0,4.0,40.0
21853,2021-05-22,True,35.0,35.0,4.0,40.0
21853,2021-05-23,True,30.0,30.0,4.0,40.0
21853,2021-05-24,True,30.0,30.0,4.0,40.0
21853,2021-05-25,True,30.0,30.0,4.0,40.0
21853,2021-05-26,True,30.0,30.0,4.0,40.0
21853,2021-05-27,True,30.0,30.0,4.0,40.0
21853,2021-05-28,True,35.0,35.0,4.0,40.0
21853,2021-05-29,True,35.0,35.0,4.0,40.0
21853,2021-05-30,True,30.0,30.0,4.0,40.0
21853,2021-05-31,True,30.0,30.0,4.0,40.0
21853,2021-06-01,True,30.0,30.0,4.0,40.0
21853,2021-06-02,True,30.0,30.0,4.0,40.0
21853,2021-06-03,True,30.0,30.0,4.0,40.0
